transaction_id,customer_id,agent_id,merchant_id,transaction_type,amount,status,transaction_date,failure_reason,channel
TXN0001509,CUST00094,AGENT0048,MERCH0022,Transfer,97770.96,Success,2025-03-23 14:21:24,,Mobile App
TXN0001510,CUST00469,AGENT0052,MERCH0032,Transfer,179228.23,Success,2025-01-05 20:37:07,,Mobile App
TXN0001511,CUST00604,AGENT0066,MERCH0078,QR Payment,140887.61,Success,2025-01-17 02:44:09,,Mobile App
TXN0001512,CUST00482,AGENT0091,MERCH0011,Wallet Top-up,266690.3,Success,2025-05-17 22:16:08,,POS
TXN0001513,CUST00170,AGENT0102,MERCH0082,Wallet Top-up,14694.22,Success,2025-06-01 08:54:36,,Mobile App
TXN0001514,CUST00232,AGENT0034,MERCH0049,Wallet Top-up,235680.73,Success,2024-12-02 00:28:53,,Mobile App
TXN0001515,CUST00330,AGENT0083,MERCH0089,Bill Payment,125988.65,Failed,2024-11-06 17:36:56,,USSD
TXN0001516,CUST00612,AGENT0048,MERCH0013,Wallet Top-up,5790.49,Success,2024-10-02 13:55:45,,Mobile App
TXN0001517,CUST00205,AGENT0076,MERCH0040,POS Withdrawal,182473.67,Success,2024-10-24 21:01:57,,USSD
TXN0001518,CUST00354,AGENT0129,MERCH0036,Wallet Top-up,184080.58,Success,2024-10-05 12:08:49,,USSD
TXN0001519,CUST00082,AGENT0008,MERCH0040,Transfer,180432.69,Success,2025-04-03 22:57:01,,USSD
TXN0001520,CUST00329,AGENT0041,MERCH0071,Transfer,245212.5,Success,2025-03-26 09:09:23,,Mobile App
TXN0001521,CUST00379,AGENT0038,MERCH0016,Transfer,132052.14,Success,2025-05-21 22:42:50,Invalid PIN,USSD
TXN0001522,CUST00730,AGENT0071,MERCH0097,POS Withdrawal,191358.26,Success,2025-06-09 17:37:32,,Mobile App
TXN0001523,CUST00258,AGENT0122,MERCH0078,QR Payment,6901.09,Success,2025-05-03 15:17:52,,Mobile App
TXN0001524,CUST00688,AGENT0031,MERCH0097,Wallet Top-up,222680.6,Success,2025-04-16 01:08:20,,Mobile App
TXN0001525,CUST00635,AGENT0104,MERCH0097,Transfer,15780.47,Success,2024-12-17 15:03:19,,Web
TXN0001526,CUST00458,AGENT0139,MERCH0090,Bill Payment,260176.94,Success,2024-08-21 08:23:11,,POS
TXN0001527,CUST00069,AGENT0097,MERCH0060,Transfer,192109.53,Success,2025-01-31 08:00:21,,USSD
TXN0001528,CUST00604,AGENT0026,MERCH0012,POS Withdrawal,124855.63,Failed,2025-04-22 08:07:34,,Mobile App
TXN0001529,CUST00464,AGENT0149,MERCH0017,Bill Payment,202758.32,Success,2024-10-08 04:14:06,,Mobile App
TXN0001530,CUST00735,AGENT0033,MERCH0076,Bill Payment,66927.38,Success,2024-09-06 00:54:51,,Mobile App
TXN0001531,CUST00233,AGENT0032,MERCH0049,Transfer,161479.32,Failed,2024-12-14 07:38:26,,Mobile App
TXN0001532,CUST00024,AGENT0137,MERCH0060,Wallet Top-up,219652.2,Success,2024-08-31 08:59:34,,Mobile App
TXN0001533,CUST00306,AGENT0003,MERCH0037,Bill Payment,25846.38,Success,2025-06-05 17:51:54,,Mobile App
TXN0001534,CUST00693,AGENT0125,MERCH0055,Wallet Top-up,24056.62,Success,2024-11-28 14:37:16,,Mobile App
TXN0001535,CUST00458,AGENT0107,MERCH0038,QR Payment,268970.88,Success,2025-02-24 02:35:57,,Mobile App
TXN0001536,CUST00101,AGENT0087,MERCH0028,Transfer,254575.68,Success,2024-09-10 20:43:49,,Mobile App
TXN0001537,CUST00301,AGENT0107,MERCH0031,Transfer,101151.91,Success,2024-11-09 09:25:53,,Mobile App
TXN0001538,CUST00549,AGENT0011,MERCH0028,Transfer,204763.46,Success,2025-03-31 08:51:35,Account Frozen,POS
TXN0001539,CUST00752,AGENT0042,MERCH0008,Transfer,180305.81,Success,2025-04-04 03:45:23,,Mobile App
TXN0001540,CUST00238,AGENT0074,MERCH0099,POS Withdrawal,216214.74,Success,2025-08-10 20:09:37,,Mobile App
TXN0001541,CUST00148,AGENT0077,MERCH0019,Transfer,93392.2,Success,2025-08-04 23:18:36,,Mobile App
TXN0001542,CUST00397,AGENT0119,MERCH0030,QR Payment,139407.29,Success,2025-06-08 04:57:08,,USSD
TXN0001543,CUST00470,AGENT0080,MERCH0095,Wallet Top-up,87384.81,Success,2025-08-07 02:39:27,,Mobile App
TXN0001544,CUST00661,AGENT0073,MERCH0071,Transfer,235233.98,Success,2024-11-21 00:04:49,,Mobile App
TXN0001545,CUST00222,AGENT0002,MERCH0027,Transfer,65723.84,Success,2025-08-14 05:47:48,Account Frozen,Mobile App
TXN0001546,CUST00109,AGENT0116,MERCH0016,Transfer,270555.73,Success,2024-10-23 17:31:27,,Mobile App
TXN0001547,CUST00068,AGENT0149,MERCH0054,Transfer,257079.08,Success,2025-06-21 07:17:06,,Mobile App
TXN0001548,CUST00776,AGENT0102,MERCH0015,Wallet Top-up,222549.31,Success,2024-09-04 00:55:45,,USSD
TXN0001549,CUST00726,AGENT0135,MERCH0085,Airtime Purchase,291375.49,Success,2025-02-13 16:57:10,,Mobile App
TXN0001550,CUST00495,AGENT0131,MERCH0016,Bill Payment,162178.18,Success,2024-09-05 16:03:53,,Mobile App
TXN0001551,CUST00753,AGENT0002,MERCH0046,Wallet Top-up,94993.6,Success,2024-09-16 15:27:48,,Mobile App
TXN0001552,CUST00185,AGENT0075,MERCH0002,Transfer,209401.66,Success,2025-05-24 18:08:41,Account Frozen,USSD
TXN0001553,CUST00625,AGENT0055,MERCH0088,QR Payment,296473.9,Success,2024-09-08 06:41:10,,Mobile App
TXN0001554,CUST00356,AGENT0103,MERCH0096,QR Payment,156692.29,Success,2025-06-26 13:59:37,Account Frozen,POS
TXN0001555,CUST00334,AGENT0019,MERCH0050,POS Withdrawal,86291.27,Success,2025-04-02 06:43:47,,USSD
TXN0001556,CUST00218,AGENT0075,MERCH0025,Wallet Top-up,40095.7,Success,2024-11-06 16:32:55,,Mobile App
TXN0001557,CUST00199,AGENT0061,MERCH0061,Airtime Purchase,244194.72,Success,2025-03-05 07:21:52,Insufficient Funds,USSD
TXN0001558,CUST00075,AGENT0019,MERCH0017,Transfer,96541.05,Success,2024-09-20 11:35:20,,USSD
TXN0001559,CUST00003,AGENT0149,MERCH0003,Airtime Purchase,223547.66,Success,2024-12-21 00:33:32,,Mobile App
TXN0001560,CUST00338,AGENT0117,MERCH0080,Bill Payment,283012.16,Success,2025-06-17 19:40:56,,Mobile App
TXN0001561,CUST00394,AGENT0121,MERCH0072,Wallet Top-up,10493.77,Success,2024-10-25 08:15:17,,POS
TXN0001562,CUST00735,AGENT0087,MERCH0068,Wallet Top-up,29602.99,Success,2024-09-27 13:20:23,,POS
TXN0001563,CUST00780,AGENT0019,MERCH0027,Transfer,41034.74,Failed,2025-02-17 14:02:37,,Mobile App
TXN0001564,CUST00376,AGENT0021,MERCH0040,Transfer,186282.75,Success,2025-05-09 10:35:39,,Mobile App
TXN0001565,CUST00052,AGENT0043,MERCH0083,Transfer,289463.28,Success,2024-12-06 06:10:32,,Mobile App
TXN0001566,CUST00763,AGENT0068,MERCH0096,Transfer,119081.5,Success,2025-08-04 06:34:46,,Mobile App
TXN0001567,CUST00546,AGENT0116,MERCH0097,Airtime Purchase,179897.42,Success,2024-12-28 21:28:32,,Mobile App
TXN0001568,CUST00149,AGENT0035,MERCH0042,Bill Payment,183692.69,Success,2025-04-14 16:18:04,,USSD
TXN0001569,CUST00144,AGENT0071,MERCH0076,Transfer,193501.98,Success,2025-02-04 03:27:03,Insufficient Funds,Web
TXN0001570,CUST00284,AGENT0122,MERCH0098,Transfer,171322.15,Success,2024-09-30 20:23:06,,Mobile App
TXN0001571,CUST00541,AGENT0051,MERCH0028,Transfer,292846.97,Success,2025-01-13 10:33:00,,Mobile App
TXN0001572,CUST00165,AGENT0058,MERCH0088,Airtime Purchase,81411.47,Success,2025-02-23 04:07:06,Network Error,Mobile App
TXN0001573,CUST00510,AGENT0111,MERCH0017,QR Payment,32042.18,Failed,2024-08-24 23:32:09,,POS
TXN0001574,CUST00454,AGENT0023,MERCH0093,Transfer,66108.56,Success,2024-10-13 12:33:49,,Mobile App
TXN0001575,CUST00571,AGENT0047,MERCH0073,QR Payment,106926.96,Success,2025-05-31 06:22:55,,Mobile App
TXN0001576,CUST00539,AGENT0115,MERCH0048,QR Payment,235575.99,Success,2025-03-08 15:44:00,,Mobile App
TXN0001577,CUST00340,AGENT0029,MERCH0003,Wallet Top-up,211650.54,Success,2025-03-05 18:09:00,,Mobile App
TXN0001578,CUST00022,AGENT0138,MERCH0004,Transfer,143703.97,Success,2024-10-20 12:19:17,,Mobile App
TXN0001579,CUST00386,AGENT0063,MERCH0069,Transfer,234125.98,Success,2025-05-19 01:00:06,,POS
TXN0001580,CUST00128,AGENT0098,MERCH0054,Wallet Top-up,57385.39,Success,2025-08-06 02:28:58,,USSD
TXN0001581,CUST00127,AGENT0135,MERCH0084,Transfer,291652.14,Success,2024-12-16 12:25:08,,Mobile App
TXN0001582,CUST00725,AGENT0012,MERCH0011,Transfer,98989.32,Success,2024-08-14 16:25:42,,USSD
TXN0001583,CUST00774,AGENT0047,MERCH0073,Transfer,174426.83,Failed,2025-02-06 12:40:02,,Mobile App
TXN0001584,CUST00279,AGENT0040,MERCH0085,Transfer,17650.05,Success,2024-12-26 01:10:37,,Mobile App
TXN0001585,CUST00610,AGENT0126,MERCH0090,Transfer,85091.8,Success,2024-12-28 03:55:37,,POS
TXN0001586,CUST00782,AGENT0044,MERCH0006,POS Withdrawal,37318.17,Success,2025-02-05 07:59:22,,Mobile App
TXN0001587,CUST00187,AGENT0120,MERCH0046,Wallet Top-up,187000.4,Success,2025-08-12 15:07:57,,Mobile App
TXN0001588,CUST00196,AGENT0103,MERCH0005,Airtime Purchase,44609.11,Success,2025-05-22 15:37:32,,Mobile App
TXN0001589,CUST00464,AGENT0093,MERCH0070,QR Payment,87620.31,Success,2025-05-24 04:26:45,Account Frozen,USSD
TXN0001590,CUST00743,AGENT0076,MERCH0097,Airtime Purchase,135974.59,Success,2024-08-24 10:59:35,,Mobile App
TXN0001591,CUST00764,AGENT0111,MERCH0040,Wallet Top-up,270952.87,Success,2025-04-06 02:08:55,,Mobile App
TXN0001592,CUST00277,AGENT0092,MERCH0019,QR Payment,22206.87,Success,2025-03-10 10:29:40,,USSD
TXN0001593,CUST00723,AGENT0056,MERCH0030,Transfer,156352.57,Success,2024-09-04 05:44:09,,USSD
TXN0001594,CUST00153,AGENT0053,MERCH0054,Wallet Top-up,205880.22,Success,2024-11-05 06:08:07,,Mobile App
TXN0001595,CUST00761,AGENT0081,MERCH0063,QR Payment,252849.93,Success,2025-06-03 20:50:01,,Mobile App
TXN0001596,CUST00241,AGENT0048,MERCH0090,Transfer,78880.95,Success,2025-03-12 18:00:03,,Mobile App
TXN0001597,CUST00128,AGENT0120,MERCH0096,Transfer,8076.6,Success,2024-09-01 21:07:38,Account Frozen,Mobile App
TXN0001598,CUST00552,AGENT0128,MERCH0036,Transfer,25697.49,Success,2025-08-01 16:23:00,,Mobile App
TXN0001599,CUST00595,AGENT0045,MERCH0073,Transfer,154802.67,Success,2025-04-15 05:49:06,,Mobile App
TXN0001600,CUST00446,AGENT0092,MERCH0080,Transfer,282757.77,Success,2025-01-20 18:33:10,,USSD
TXN0001601,CUST00022,AGENT0102,MERCH0045,Transfer,180606.43,Success,2025-01-23 06:56:42,Insufficient Funds,Mobile App
TXN0001602,CUST00486,AGENT0040,MERCH0020,Transfer,191823.92,Success,2025-02-09 00:56:53,,Mobile App
TXN0001603,CUST00668,AGENT0062,MERCH0067,Transfer,219948.08,Success,2025-04-30 17:05:04,,POS
TXN0001604,CUST00502,AGENT0028,MERCH0084,Bill Payment,96288.88,Success,2025-04-09 18:49:53,Network Error,USSD
TXN0001605,CUST00521,AGENT0081,MERCH0074,QR Payment,137141.76,Success,2024-11-13 09:34:10,,Web
TXN0001606,CUST00273,AGENT0132,MERCH0081,Transfer,65787.36,Success,2025-07-09 21:14:24,,Mobile App
TXN0001607,CUST00674,AGENT0110,MERCH0013,Transfer,190620.94,Success,2024-11-09 17:21:05,,Mobile App
TXN0001608,CUST00773,AGENT0052,MERCH0090,Bill Payment,281919.71,Failed,2025-03-12 05:51:52,,Mobile App
TXN0001609,CUST00391,AGENT0100,MERCH0096,Transfer,84646.0,Success,2024-09-14 10:16:46,,Mobile App
TXN0001610,CUST00799,AGENT0144,MERCH0043,Transfer,249742.14,Success,2024-12-27 23:45:59,,Mobile App
TXN0001611,CUST00617,AGENT0071,MERCH0049,Transfer,269138.58,Success,2025-04-09 00:11:30,Network Error,Mobile App
TXN0001612,CUST00118,AGENT0010,MERCH0088,Transfer,260345.54,Success,2024-12-09 00:16:30,,Mobile App
TXN0001613,CUST00733,AGENT0008,MERCH0031,Transfer,57500.87,Success,2025-04-23 02:43:58,,USSD
TXN0001614,CUST00583,AGENT0007,MERCH0044,Bill Payment,149734.63,Success,2025-04-13 06:31:49,,Mobile App
TXN0001615,CUST00456,AGENT0067,MERCH0093,Transfer,80100.91,Success,2025-08-11 19:54:19,,Mobile App
TXN0001616,CUST00674,AGENT0044,MERCH0040,Wallet Top-up,130905.92,Failed,2025-06-24 08:01:50,,Mobile App
TXN0001617,CUST00359,AGENT0037,MERCH0017,Wallet Top-up,229429.62,Success,2025-01-14 13:33:46,,USSD
TXN0001618,CUST00721,AGENT0047,MERCH0041,Wallet Top-up,97088.72,Success,2024-11-27 04:55:42,,USSD
TXN0001619,CUST00637,AGENT0003,MERCH0053,QR Payment,258724.1,Success,2025-01-22 11:39:19,,Mobile App
TXN0001620,CUST00496,AGENT0021,MERCH0024,Transfer,51604.25,Success,2024-11-20 21:32:09,,USSD
TXN0001621,CUST00512,AGENT0013,MERCH0033,Transfer,71218.78,Success,2024-11-07 22:45:32,,Mobile App
TXN0001622,CUST00260,AGENT0048,MERCH0025,Wallet Top-up,168861.14,Success,2025-06-28 21:14:09,,Mobile App
TXN0001623,CUST00558,AGENT0094,MERCH0043,Transfer,66865.97,Success,2025-04-27 14:06:35,,Mobile App
TXN0001624,CUST00280,AGENT0056,MERCH0050,Bill Payment,40409.82,Success,2024-08-21 22:06:05,,USSD
TXN0001625,CUST00058,AGENT0112,MERCH0061,Transfer,131260.11,Success,2025-01-26 21:30:22,Insufficient Funds,POS
TXN0001626,CUST00671,AGENT0143,MERCH0046,Bill Payment,92871.91,Success,2024-08-27 09:31:30,,Mobile App
TXN0001627,CUST00268,AGENT0048,MERCH0087,Wallet Top-up,127802.03,Success,2025-03-13 03:16:50,,POS
TXN0001628,CUST00441,AGENT0057,MERCH0089,Transfer,37875.25,Success,2024-11-12 18:54:36,,Mobile App
TXN0001629,CUST00571,AGENT0043,MERCH0063,POS Withdrawal,231613.99,Success,2025-04-30 20:11:46,,USSD
TXN0001630,CUST00005,AGENT0136,MERCH0072,POS Withdrawal,268953.08,Success,2025-07-22 01:50:03,Network Error,Mobile App
TXN0001631,CUST00097,AGENT0030,MERCH0039,Airtime Purchase,84777.58,Success,2025-08-03 08:18:58,,USSD
TXN0001632,CUST00489,AGENT0026,MERCH0019,Transfer,213226.27,Success,2025-03-04 19:34:31,,Mobile App
TXN0001633,CUST00752,AGENT0070,MERCH0022,Wallet Top-up,201794.38,Failed,2025-08-13 11:36:17,,USSD
TXN0001634,CUST00055,AGENT0068,MERCH0055,Transfer,257250.57,Success,2024-09-23 04:37:28,,USSD
TXN0001635,CUST00173,AGENT0075,MERCH0019,Wallet Top-up,273531.79,Success,2025-05-28 11:41:54,,POS
TXN0001636,CUST00341,AGENT0029,MERCH0052,Wallet Top-up,63710.08,Failed,2025-04-02 02:11:40,,Mobile App
TXN0001637,CUST00709,AGENT0148,MERCH0054,Transfer,252952.07,Success,2024-10-19 17:21:23,,Mobile App
TXN0001638,CUST00489,AGENT0071,MERCH0042,Transfer,43796.59,Success,2025-06-25 22:51:48,,USSD
TXN0001639,CUST00508,AGENT0067,MERCH0023,Wallet Top-up,39192.68,Failed,2025-03-14 18:56:04,,Web
TXN0001640,CUST00200,AGENT0090,MERCH0096,Wallet Top-up,195585.35,Success,2025-03-13 14:36:36,,Mobile App
TXN0001641,CUST00382,AGENT0018,MERCH0070,Transfer,110495.94,Success,2025-02-09 07:22:25,,Mobile App
TXN0001642,CUST00270,AGENT0023,MERCH0031,QR Payment,79550.58,Success,2025-07-13 11:36:09,,Mobile App
TXN0001643,CUST00132,AGENT0053,MERCH0038,QR Payment,221323.12,Success,2024-10-05 06:19:09,,Web
TXN0001644,CUST00036,AGENT0016,MERCH0096,POS Withdrawal,289907.36,Success,2024-11-03 04:30:24,,Web
TXN0001645,CUST00648,AGENT0112,MERCH0064,QR Payment,89325.63,Success,2025-05-05 00:05:42,,Mobile App
TXN0001646,CUST00033,AGENT0037,MERCH0045,POS Withdrawal,285844.47,Success,2025-04-20 19:07:13,,POS
TXN0001647,CUST00062,AGENT0055,MERCH0078,Transfer,79911.05,Success,2024-12-23 00:23:42,,POS
TXN0001648,CUST00144,AGENT0060,MERCH0006,Transfer,198590.08,Success,2024-09-18 11:24:41,,Mobile App
TXN0001649,CUST00212,AGENT0077,MERCH0081,Transfer,234959.67,Success,2025-06-21 12:16:56,,POS
TXN0001650,CUST00274,AGENT0031,MERCH0008,Transfer,71364.32,Success,2024-11-20 22:24:23,,USSD
TXN0001651,CUST00612,AGENT0050,MERCH0014,Bill Payment,90229.6,Failed,2025-08-07 18:50:34,,POS
TXN0001652,CUST00169,AGENT0126,MERCH0094,Airtime Purchase,293595.05,Success,2025-08-01 00:54:45,,POS
TXN0001653,CUST00020,AGENT0002,MERCH0076,POS Withdrawal,91947.75,Success,2024-10-30 22:22:24,,USSD
TXN0001654,CUST00718,AGENT0094,MERCH0006,Bill Payment,120975.63,Success,2025-03-30 02:54:17,,Mobile App
TXN0001655,CUST00775,AGENT0019,MERCH0066,Airtime Purchase,220488.24,Success,2025-03-20 14:07:15,,Mobile App
TXN0001656,CUST00209,AGENT0087,MERCH0013,Transfer,198124.78,Success,2024-10-22 02:32:33,,USSD
TXN0001657,CUST00641,AGENT0120,MERCH0065,Transfer,261429.61,Success,2025-08-02 21:56:37,,USSD
TXN0001658,CUST00297,AGENT0079,MERCH0011,Wallet Top-up,155632.5,Success,2025-05-10 02:32:53,Network Error,USSD
TXN0001659,CUST00380,AGENT0118,MERCH0022,Transfer,98015.06,Success,2025-06-17 03:49:08,,Mobile App
TXN0001660,CUST00221,AGENT0047,MERCH0099,Bill Payment,250871.46,Success,2024-09-28 09:30:25,Account Frozen,Mobile App
TXN0001661,CUST00464,AGENT0137,MERCH0077,Transfer,149726.47,Success,2024-11-01 06:39:18,,USSD
TXN0001662,CUST00103,AGENT0146,MERCH0068,Transfer,156186.57,Success,2025-07-09 08:55:13,,Web
TXN0001663,CUST00324,AGENT0089,MERCH0072,Airtime Purchase,275743.83,Success,2024-10-19 15:14:50,,Mobile App
TXN0001664,CUST00035,AGENT0082,MERCH0035,Bill Payment,114856.75,Success,2024-10-25 21:36:15,,Mobile App
TXN0001665,CUST00261,AGENT0120,MERCH0094,POS Withdrawal,235300.84,Success,2024-10-12 15:02:52,,USSD
TXN0001666,CUST00144,AGENT0019,MERCH0032,Transfer,297259.42,Success,2024-10-21 18:50:10,,USSD
TXN0001667,CUST00683,AGENT0018,MERCH0017,QR Payment,155422.63,Success,2024-11-02 03:14:01,,USSD
TXN0001668,CUST00412,AGENT0076,MERCH0089,QR Payment,139242.11,Success,2025-03-13 09:23:42,,Mobile App
TXN0001669,CUST00770,AGENT0045,MERCH0022,Airtime Purchase,62898.94,Success,2024-09-27 05:57:33,,Mobile App
TXN0001670,CUST00226,AGENT0029,MERCH0082,Bill Payment,116674.48,Success,2024-12-31 08:12:39,,Mobile App
TXN0001671,CUST00372,AGENT0108,MERCH0032,Transfer,61430.44,Success,2024-12-11 06:12:00,,Mobile App
TXN0001672,CUST00654,AGENT0042,MERCH0095,POS Withdrawal,132527.9,Success,2025-03-08 14:43:26,,Mobile App
TXN0001673,CUST00215,AGENT0075,MERCH0012,Transfer,127481.8,Success,2025-01-13 14:42:42,,Mobile App
TXN0001674,CUST00693,AGENT0107,MERCH0069,Transfer,192530.76,Success,2025-07-20 19:17:23,,Mobile App
TXN0001675,CUST00192,AGENT0136,MERCH0072,QR Payment,197852.38,Success,2024-09-06 00:54:31,,Mobile App
TXN0001676,CUST00576,AGENT0079,MERCH0083,QR Payment,287597.81,Success,2024-12-16 14:20:11,Network Error,Mobile App
TXN0001677,CUST00167,AGENT0025,MERCH0063,Transfer,95430.13,Success,2025-06-06 21:55:40,,USSD
TXN0001678,CUST00173,AGENT0064,MERCH0099,Airtime Purchase,25436.65,Success,2024-11-09 19:32:15,,Mobile App
TXN0001679,CUST00053,AGENT0062,MERCH0010,Transfer,252464.16,Success,2024-09-10 00:25:38,,Mobile App
TXN0001680,CUST00593,AGENT0110,MERCH0035,Bill Payment,9986.17,Failed,2025-02-06 23:02:27,,Mobile App
TXN0001681,CUST00081,AGENT0144,MERCH0081,Transfer,28916.17,Success,2024-10-08 17:35:19,,Mobile App
TXN0001682,CUST00654,AGENT0015,MERCH0013,Transfer,108080.13,Success,2025-04-18 07:15:27,,Mobile App
TXN0001683,CUST00679,AGENT0106,MERCH0035,Wallet Top-up,125597.39,Success,2024-09-21 00:40:00,,POS
TXN0001684,CUST00124,AGENT0005,MERCH0073,Transfer,201687.55,Success,2024-08-21 08:05:06,,Mobile App
TXN0001685,CUST00026,AGENT0061,MERCH0084,Wallet Top-up,247384.37,Success,2024-12-25 09:34:38,,Mobile App
TXN0001686,CUST00736,AGENT0064,MERCH0099,Transfer,279637.51,Success,2024-12-12 22:48:56,,Mobile App
TXN0001687,CUST00440,AGENT0147,MERCH0062,Transfer,4161.75,Success,2025-01-23 14:29:17,Invalid PIN,Mobile App
TXN0001688,CUST00542,AGENT0013,MERCH0082,Transfer,67221.25,Success,2024-10-01 23:58:32,,USSD
TXN0001689,CUST00184,AGENT0115,MERCH0009,Airtime Purchase,87311.89,Success,2024-10-24 11:40:18,Network Error,USSD
TXN0001690,CUST00311,AGENT0098,MERCH0092,Wallet Top-up,206939.63,Success,2025-08-07 05:02:15,,Mobile App
TXN0001691,CUST00548,AGENT0039,MERCH0028,Wallet Top-up,287358.46,Success,2024-10-24 15:45:06,,Mobile App
TXN0001692,CUST00525,AGENT0113,MERCH0038,Transfer,14812.63,Success,2025-06-11 08:20:47,,Mobile App
TXN0001693,CUST00426,AGENT0086,MERCH0082,Wallet Top-up,12346.61,Success,2024-12-11 06:37:01,Insufficient Funds,POS
TXN0001694,CUST00589,AGENT0071,MERCH0047,Wallet Top-up,278266.37,Success,2024-10-23 17:38:32,,POS
TXN0001695,CUST00730,AGENT0100,MERCH0048,Transfer,230963.19,Failed,2025-06-11 03:55:08,,USSD
TXN0001696,CUST00478,AGENT0119,MERCH0023,Transfer,218678.91,Success,2025-06-21 15:17:28,Invalid PIN,Web
TXN0001697,CUST00613,AGENT0005,MERCH0097,Wallet Top-up,291652.49,Success,2024-11-11 02:51:41,,Web
TXN0001698,CUST00309,AGENT0101,MERCH0002,QR Payment,68654.07,Success,2024-12-02 16:32:56,Invalid PIN,POS
TXN0001699,CUST00130,AGENT0020,MERCH0053,Bill Payment,239975.54,Success,2025-07-05 14:10:52,,Mobile App
TXN0001700,CUST00495,AGENT0080,MERCH0015,Wallet Top-up,70065.67,Success,2025-05-04 13:15:53,,USSD
TXN0001701,CUST00282,AGENT0130,MERCH0002,POS Withdrawal,72589.61,Success,2025-01-14 05:39:57,,Web
TXN0001702,CUST00668,AGENT0084,MERCH0034,Bill Payment,143038.71,Success,2024-12-22 16:56:47,,POS
TXN0001703,CUST00187,AGENT0125,MERCH0056,Wallet Top-up,191960.0,Success,2025-02-06 08:53:38,,POS
TXN0001704,CUST00577,AGENT0044,MERCH0044,Wallet Top-up,78880.99,Success,2024-09-29 18:45:22,,USSD
TXN0001705,CUST00181,AGENT0003,MERCH0049,Wallet Top-up,158081.75,Success,2025-02-19 01:36:06,,Mobile App
TXN0001706,CUST00119,AGENT0070,MERCH0017,Transfer,41282.59,Success,2025-02-22 03:08:48,,POS
TXN0001707,CUST00437,AGENT0020,MERCH0055,Transfer,279634.13,Success,2025-03-30 11:41:18,,Mobile App
TXN0001708,CUST00711,AGENT0106,MERCH0036,QR Payment,216955.62,Success,2025-01-13 19:51:21,,Web
TXN0001709,CUST00515,AGENT0009,MERCH0056,Wallet Top-up,294707.55,Success,2025-04-02 08:03:07,,USSD
TXN0001710,CUST00223,AGENT0004,MERCH0074,Transfer,72186.06,Success,2024-09-13 13:01:59,,Mobile App
TXN0001711,CUST00246,AGENT0028,MERCH0024,Airtime Purchase,41907.26,Success,2025-02-21 02:47:42,,POS
TXN0001712,CUST00433,AGENT0140,MERCH0083,Transfer,33202.72,Success,2025-05-15 15:21:17,,Mobile App
TXN0001713,CUST00323,AGENT0028,MERCH0061,Bill Payment,289904.85,Success,2024-09-27 23:28:09,,Mobile App
TXN0001714,CUST00271,AGENT0101,MERCH0065,Transfer,5549.84,Success,2024-11-18 21:01:35,,POS
TXN0001715,CUST00097,AGENT0117,MERCH0002,Transfer,1300.41,Success,2025-07-11 01:32:53,,USSD
TXN0001716,CUST00338,AGENT0142,MERCH0061,POS Withdrawal,214917.98,Success,2024-09-30 20:50:25,,Mobile App
TXN0001717,CUST00575,AGENT0121,MERCH0059,QR Payment,294435.07,Success,2025-05-28 00:14:39,,USSD
TXN0001718,CUST00143,AGENT0074,MERCH0007,Bill Payment,174729.68,Success,2025-07-30 21:29:32,,Mobile App
TXN0001719,CUST00514,AGENT0037,MERCH0075,Transfer,186314.29,Success,2025-03-26 11:06:26,,Mobile App
TXN0001720,CUST00079,AGENT0074,MERCH0004,Airtime Purchase,183965.61,Success,2025-06-27 08:50:03,,Mobile App
TXN0001721,CUST00174,AGENT0148,MERCH0078,Transfer,79022.57,Success,2024-12-31 08:16:54,,Mobile App
TXN0001722,CUST00189,AGENT0137,MERCH0091,Bill Payment,78297.95,Success,2024-12-24 23:01:14,,USSD
TXN0001723,CUST00464,AGENT0048,MERCH0014,Bill Payment,31269.12,Success,2025-05-25 03:17:39,,USSD
TXN0001724,CUST00757,AGENT0071,MERCH0071,Wallet Top-up,140728.8,Success,2024-09-02 15:52:57,,Mobile App
TXN0001725,CUST00024,AGENT0044,MERCH0005,Wallet Top-up,54969.48,Success,2025-04-15 01:57:56,,Mobile App
TXN0001726,CUST00096,AGENT0065,MERCH0078,Transfer,93317.29,Success,2024-12-23 20:35:54,,Mobile App
TXN0001727,CUST00261,AGENT0030,MERCH0007,Wallet Top-up,142199.78,Success,2025-01-12 02:45:06,,POS
TXN0001728,CUST00056,AGENT0022,MERCH0067,Bill Payment,239890.1,Success,2025-06-01 23:55:50,,POS
TXN0001729,CUST00119,AGENT0086,MERCH0100,Wallet Top-up,223459.07,Success,2024-11-06 09:45:55,,USSD
TXN0001730,CUST00054,AGENT0036,MERCH0091,QR Payment,228891.96,Success,2025-04-01 01:09:30,,USSD
TXN0001731,CUST00664,AGENT0036,MERCH0088,QR Payment,5917.26,Success,2024-09-11 18:39:04,,Mobile App
TXN0001732,CUST00176,AGENT0132,MERCH0036,Bill Payment,253544.92,Success,2025-01-29 13:18:42,,USSD
TXN0001733,CUST00278,AGENT0051,MERCH0047,Wallet Top-up,67860.03,Success,2025-03-05 10:34:47,,USSD
TXN0001734,CUST00465,AGENT0127,MERCH0010,Bill Payment,84236.08,Success,2024-12-26 05:47:56,Account Frozen,POS
TXN0001735,CUST00531,AGENT0135,MERCH0053,Wallet Top-up,218572.06,Success,2025-07-28 00:46:58,Network Error,Mobile App
